id;Klient;Kwota;Pracownik;Czas
666;158;0,97;3;2017-09-13 01:46
667;52;3,39;1;2017-09-13 02:41
668;187;3,18;3;2017-09-13 04:02
669;346;3,23;3;2017-09-13 04:54
670;60;2,58;2;2017-09-13 05:27
671;471;1,34;1;2017-09-13 06:40
672;36;0,34;3;2017-09-13 07:30
673;557;1,14;3;2017-09-13 08:58
674;271;0,62;3;2017-09-13 10:18
675;120;2,07;1;2017-09-13 11:41
676;77;1,77;3;2017-09-13 12:27
677;691;3,04;1;2017-09-13 13:40
678;103;0,06;3;2017-09-13 14:18
679;111;1,22;1;2017-09-13 15:16
680;106;2,41;2;2017-09-13 15:39
681;334;3,07;1;2017-09-13 17:09
682;77;0,04;3;2017-09-13 17:11
683;433;1,75;3;2017-09-13 17:45
684;604;2,88;1;2017-09-13 18:01
685;117;0,2;3;2017-09-13 18:50
686;389;2,68;1;2017-09-13 19:05
687;391;3,28;1;2017-09-13 19:31
688;618;1,97;1;2017-09-13 21:00
689;201;3,03;3;2017-09-13 21:35
690;460;0,68;2;2017-09-13 22:16
691;500;2,22;2;2017-09-13 23:45
692;574;0,63;2;2017-09-14 00:06
693;481;2,11;2;2017-09-14 01:27
694;199;0,14;2;2017-09-14 02:13
695;20;2,9;3;2017-09-14 03:35
696;80;1,95;2;2017-09-14 03:46
697;335;0,83;2;2017-09-14 03:57
698;31;2,84;2;2017-09-14 04:01
699;64;2,51;3;2017-09-14 04:05
700;84;2,64;1;2017-09-14 05:04
701;395;2,07;1;2017-09-14 06:02
702;210;0,93;1;2017-09-14 06:51
703;672;0,64;1;2017-09-14 08:23
704;371;3,13;1;2017-09-14 08:57
705;546;0,45;3;2017-09-14 09:11
706;167;2,36;1;2017-09-14 09:45
707;86;2,63;3;2017-09-14 10:33
708;600;2,36;3;2017-09-14 11:02
709;578;2,72;3;2017-09-14 11:49
710;332;1,25;3;2017-09-14 12:29
711;673;0,82;3;2017-09-14 13:46
712;399;1,7;1;2017-09-14 13:54
713;104;2,69;1;2017-09-14 14:13
714;467;3,17;1;2017-09-14 15:15
715;124;2,95;3;2017-09-14 15:47
716;408;1,8;2;2017-09-14 16:43
717;407;0,36;3;2017-09-14 17:32
718;190;3,25;3;2017-09-14 17:57
719;318;1,34;1;2017-09-14 18:09
720;321;3,31;3;2017-09-14 18:48
721;432;2,56;2;2017-09-14 20:05
722;419;2,98;1;2017-09-14 20:15
723;200;2,55;2;2017-09-14 21:32
724;39;3,07;1;2017-09-14 22:27
725;269;3,21;2;2017-09-14 23:40
726;520;2,62;2;2017-09-15 00:00
727;688;2,17;3;2017-09-15 00:09
728;362;3,16;2;2017-09-15 01:04
729;469;1,83;3;2017-09-15 01:39
730;531;2,74;1;2017-09-15 01:44
731;465;2,55;1;2017-09-15 02:47
732;588;0,74;1;2017-09-15 02:51
733;333;0,22;1;2017-09-15 03:42
734;475;0,43;1;2017-09-15 04:09
735;26;3,23;1;2017-09-15 04:13
736;526;3,31;3;2017-09-15 05:13
737;271;0,58;2;2017-09-15 06:09
738;356;2,73;2;2017-09-15 07:09
739;308;2,33;1;2017-09-15 08:39
740;583;3,24;3;2017-09-15 09:21
741;215;0,68;3;2017-09-15 10:33
742;599;0,64;3;2017-09-15 11:40
743;508;0,33;1;2017-09-15 12:09
744;616;1,49;2;2017-09-15 13:39
745;459;0,28;2;2017-09-15 14:12
746;176;1,65;3;2017-09-15 15:31
747;233;1,86;2;2017-09-15 15:36
748;159;0,4;3;2017-09-15 16:36
749;376;3,01;3;2017-09-15 17:57
750;599;1,98;3;2017-09-15 18:05
751;182;2,24;2;2017-09-15 18:40
752;291;0,41;3;2017-09-15 19:30
753;165;2,93;2;2017-09-15 20:45
754;285;1,48;1;2017-09-15 21:39
755;243;2,33;2;2017-09-15 21:56
756;607;1,65;3;2017-09-15 21:59
757;161;0,81;3;2017-09-15 23:15
758;148;0,17;2;2017-09-15 23:19
759;659;0,53;2;2017-09-15 23:45
760;514;2,28;2;2017-09-15 23:51
761;602;1,94;3;2017-09-16 00:12
762;443;3,21;3;2017-09-16 00:40
763;162;0,93;3;2017-09-16 01:07
764;610;2,15;3;2017-09-16 02:34
765;357;2,28;2;2017-09-16 02:58
766;346;2,41;2;2017-09-16 04:19
767;612;2,81;3;2017-09-16 04:46
768;452;2,97;2;2017-09-16 05:44
769;467;0,75;1;2017-09-16 06:18
770;304;2,19;2;2017-09-16 07:16
771;80;2,59;3;2017-09-16 07:41
772;553;0,35;3;2017-09-16 09:01
773;549;3,38;3;2017-09-16 10:14
774;417;2,79;1;2017-09-16 10:23
775;415;0,07;2;2017-09-16 11:46
776;654;2,31;2;2017-09-16 12:17
777;62;0,41;2;2017-09-16 13:47
778;568;0,47;2;2017-09-16 15:19
779;276;1,48;2;2017-09-16 16:31
780;140;2,91;3;2017-09-16 16:39
781;287;0,63;1;2017-09-16 16:39
782;219;0,36;2;2017-09-16 17:32
783;297;3,2;2;2017-09-16 18:52
784;313;0,46;2;2017-09-16 19:05
785;240;0,68;1;2017-09-16 20:07
786;407;1,94;1;2017-09-16 20:56
787;597;3,31;2;2017-09-16 21:11
788;193;1,31;2;2017-09-16 22:03
789;153;2,65;2;2017-09-16 22:06
790;189;1,79;1;2017-09-16 23:12
791;146;0,56;1;2017-09-16 23:53
792;216;1,12;3;2017-09-17 00:06
793;6;2,74;3;2017-09-17 00:29
794;212;0,1;3;2017-09-17 01:15
795;187;1,35;1;2017-09-17 02:34
796;48;2,17;3;2017-09-17 03:30
797;658;0,43;2;2017-09-17 03:56
798;472;1,92;2;2017-09-17 05:08
799;533;1,04;2;2017-09-17 06:02
800;355;2,79;3;2017-09-17 06:29
801;578;0,99;2;2017-09-17 06:54
802;15;2,73;2;2017-09-17 07:00
803;271;2,06;2;2017-09-17 08:13
804;468;0,04;3;2017-09-17 09:26
805;23;0,57;1;2017-09-17 10:28
806;290;3,29;2;2017-09-17 11:21
807;272;2,89;1;2017-09-17 12:24
808;313;1,71;2;2017-09-17 13:27
809;448;0,4;1;2017-09-17 13:39
810;391;3,07;2;2017-09-17 14:44
811;349;1;3;2017-09-17 15:18
812;311;0,62;1;2017-09-17 16:34
813;444;2,51;1;2017-09-17 17:58
814;143;0,14;1;2017-09-17 19:03
815;146;2,75;2;2017-09-17 20:12
816;431;0,58;3;2017-09-17 20:34
817;164;0,7;2;2017-09-17 20:57
818;223;3,15;2;2017-09-17 21:01
819;270;0,61;2;2017-09-17 21:17
820;253;3,03;1;2017-09-17 21:43
821;541;1,12;1;2017-09-17 21:53
822;274;0,07;2;2017-09-17 22:04
823;40;1,15;2;2017-09-17 22:34
824;98;2,15;2;2017-09-17 22:49
825;470;0,13;3;2017-09-17 23:07
826;358;3,28;2;2017-09-18 00:11
827;377;0,82;1;2017-09-18 00:26
828;642;0,1;3;2017-09-18 01:46
829;4;1,31;2;2017-09-18 02:55
830;586;1,02;3;2017-09-18 03:55
831;30;2,74;1;2017-09-18 05:15
832;676;0,68;2;2017-09-18 06:06
833;377;0,76;3;2017-09-18 07:09
834;200;1,74;2;2017-09-18 07:59
835;649;2,22;3;2017-09-18 09:09
836;694;0,99;2;2017-09-18 09:49
837;350;0,34;2;2017-09-18 10:34
838;311;1,61;1;2017-09-18 12:08
839;332;0,09;3;2017-09-18 12:12
840;448;2,91;1;2017-09-18 13:42
841;326;1,68;3;2017-09-18 14:44
842;528;0,11;1;2017-09-18 15:38
843;665;1,12;1;2017-09-18 15:55
844;521;3,38;2;2017-09-18 16:34
845;403;0,31;3;2017-09-18 17:29
846;428;0,21;3;2017-09-18 18:40
847;141;2,13;3;2017-09-18 19:17
848;182;1,67;2;2017-09-18 19:57
849;70;0,84;1;2017-09-18 20:07
850;292;1,04;2;2017-09-18 21:26
851;47;1,37;3;2017-09-18 22:47
852;23;2,67;2;2017-09-18 23:33
853;182;1,33;2;2017-09-19 00:51
854;561;0,34;3;2017-09-19 01:27
855;629;3,26;3;2017-09-19 02:58
856;59;2,11;2;2017-09-19 04:22
857;483;1,36;2;2017-09-19 04:55
858;10;0,16;2;2017-09-19 06:13
859;331;0,14;1;2017-09-19 06:35
860;651;1,27;3;2017-09-19 08:09
861;341;1,23;1;2017-09-19 09:36
862;193;2,54;3;2017-09-19 10:05
863;594;0,28;1;2017-09-19 10:43
864;477;0,75;2;2017-09-19 11:08
865;195;1,35;2;2017-09-19 11:38
866;604;1,44;3;2017-09-19 12:30
867;467;3,31;3;2017-09-19 13:25
868;548;1,12;1;2017-09-19 13:47
869;467;3,06;3;2017-09-19 14:21
870;597;1,97;1;2017-09-19 15:23
871;190;1,52;1;2017-09-19 16:14
872;151;0,71;1;2017-09-19 16:26
873;632;1,59;1;2017-09-19 17:44
874;420;0,02;2;2017-09-19 17:53
875;495;2,64;1;2017-09-19 17:55
876;524;3,4;3;2017-09-19 18:27
877;600;0,21;1;2017-09-19 19:54
878;316;1,39;3;2017-09-19 20:34
879;283;2,72;2;2017-09-19 22:05
880;447;1,95;1;2017-09-19 22:23
881;518;1,51;3;2017-09-19 22:28
882;632;2,24;2;2017-09-19 23:21
883;281;2,55;2;2017-09-20 00:01
884;520;0,45;1;2017-09-20 01:08
885;226;1,9;2;2017-09-20 02:05
886;240;2,07;2;2017-09-20 02:30
887;645;1,99;1;2017-09-20 02:57
888;218;0,51;3;2017-09-20 03:02
889;315;1,7;2;2017-09-20 03:14
890;447;0,95;2;2017-09-20 04:20
891;166;0,55;2;2017-09-20 05:21
892;46;1,93;2;2017-09-20 05:38
893;629;1,42;3;2017-09-20 06:07
894;222;1,99;3;2017-09-20 06:11
895;628;1,36;1;2017-09-20 07:30
896;539;3,39;3;2017-09-20 08:01
897;399;2,68;1;2017-09-20 09:32
898;282;0,11;3;2017-09-20 10:24
899;328;2,89;1;2017-09-20 11:48
900;599;0,96;3;2017-09-20 13:18
901;109;2,16;1;2017-09-20 14:34
902;151;1,38;3;2017-09-20 16:06
903;558;2,11;3;2017-09-20 16:14
904;55;3,37;3;2017-09-20 17:14
905;622;2,54;2;2017-09-20 18:25
906;563;0,74;1;2017-09-20 18:34
907;270;1,99;3;2017-09-20 19:35
908;546;2,98;3;2017-09-20 19:52
909;411;0,94;1;2017-09-20 20:23
910;528;0,24;2;2017-09-20 20:55
911;488;1,06;2;2017-09-20 21:57
912;623;1,54;3;2017-09-20 22:33
913;224;0,94;1;2017-09-20 23:02
914;21;2,39;2;2017-09-20 23:27
915;580;3,13;2;2017-09-21 00:33
916;449;3,06;3;2017-09-21 01:39
917;125;0,8;2;2017-09-21 02:45
918;497;0,88;2;2017-09-21 02:46
919;659;3,35;2;2017-09-21 03:16
920;602;3,3;3;2017-09-21 04:43
921;155;1,81;1;2017-09-21 05:37
922;184;2,41;3;2017-09-21 07:06
923;572;1,3;2;2017-09-21 08:29
924;264;0,23;2;2017-09-21 09:13
925;520;2,93;2;2017-09-21 10:43
926;10;0,93;2;2017-09-21 11:45
927;291;1,71;2;2017-09-21 13:15
928;314;0,93;3;2017-09-21 13:36
929;528;0,94;1;2017-09-21 14:14
930;119;2,3;2;2017-09-21 15:32
931;230;0,03;3;2017-09-21 16:01
932;337;0,52;3;2017-09-21 17:27
933;241;0,14;1;2017-09-21 18:57
934;32;1,58;1;2017-09-21 20:29
935;20;0,73;3;2017-09-21 21:41
936;490;2,8;1;2017-09-21 22:06
937;206;2,05;2;2017-09-21 22:57
938;80;2,78;1;2017-09-21 23:05
939;358;3,21;2;2017-09-22 00:20
940;69;1,03;3;2017-09-22 01:31
941;305;2,67;1;2017-09-22 01:58
942;100;1,33;1;2017-09-22 02:02
943;104;0,26;3;2017-09-22 02:44
944;427;1,5;2;2017-09-22 04:01
945;387;2,6;2;2017-09-22 04:12
946;646;1,8;3;2017-09-22 04:42
947;296;0,4;1;2017-09-22 06:03
948;163;0,39;3;2017-09-22 06:05
949;471;3,36;2;2017-09-22 06:45
950;144;2,09;2;2017-09-22 07:42
951;112;3,09;2;2017-09-22 08:12
952;1;3,24;1;2017-09-22 08:19
953;26;0,47;1;2017-09-22 09:12
954;653;1,46;2;2017-09-22 09:32
955;421;0,6;1;2017-09-22 11:00
956;2;2,07;2;2017-09-22 12:05
957;208;1,04;1;2017-09-22 12:30
958;526;2,16;1;2017-09-22 14:04
959;28;0,22;1;2017-09-22 14:20
960;30;0,98;2;2017-09-22 15:05
961;548;2,39;2;2017-09-22 16:16
962;195;2,24;3;2017-09-22 16:44
963;522;2,72;1;2017-09-22 17:26
964;101;0,84;2;2017-09-22 18:34
965;144;1,69;2;2017-09-22 19:37
966;668;2,77;2;2017-09-22 20:10
967;217;1,45;1;2017-09-22 21:29
968;249;1,16;2;2017-09-22 21:31
969;588;2,78;1;2017-09-22 22:01
970;301;3,41;2;2017-09-22 22:12
971;503;0,69;1;2017-09-22 22:52
972;442;0,8;3;2017-09-23 00:05
973;335;1,4;3;2017-09-23 01:32
974;488;1,14;1;2017-09-23 03:05
975;211;1,79;1;2017-09-23 04:18
976;487;0,57;2;2017-09-23 05:45
977;462;2,14;1;2017-09-23 05:50
978;335;0,93;3;2017-09-23 06:24
979;692;3,23;3;2017-09-23 07:22
980;8;1,27;1;2017-09-23 08:36
981;537;1,43;1;2017-09-23 08:45
982;233;0,58;1;2017-09-23 10:11
983;129;0,9;1;2017-09-23 10:34
984;81;1,58;2;2017-09-23 10:47
985;525;0,79;3;2017-09-23 11:46
986;281;0,69;1;2017-09-23 13:01
987;472;1,49;1;2017-09-23 14:01
988;123;2,35;3;2017-09-23 14:19
989;6;2,57;2;2017-09-23 15:31
990;471;2,31;1;2017-09-23 16:45
991;562;0,96;3;2017-09-23 17:22
992;543;1,97;3;2017-09-23 18:17
993;469;0,78;2;2017-09-23 19:11
994;475;1,51;1;2017-09-23 20:13
995;174;0,14;3;2017-09-23 21:20
996;44;2,45;1;2017-09-23 22:41
997;601;2,51;1;2017-09-23 23:55
998;316;0,69;1;2017-09-24 00:06
999;107;1,8;2;2017-09-24 01:15
1000;66;1,28;2;2017-09-24 01:26
1001;541;2,89;1;2017-09-24 01:41
1002;15;3,12;3;2017-09-24 02:35
1003;454;1,77;2;2017-09-24 03:57
1004;256;1,18;2;2017-09-24 05:02
1005;362;3,25;3;2017-09-24 06:32
1006;308;2,55;3;2017-09-24 07:57
1007;176;2,49;3;2017-09-24 08:52
1008;299;2,07;3;2017-09-24 10:13
1009;84;1,71;2;2017-09-24 10:59
1010;78;0,27;2;2017-09-24 11:34
1011;318;2,75;1;2017-09-24 11:35
1012;190;2,57;3;2017-09-24 12:53
1013;694;3,08;3;2017-09-24 13:30
1014;228;1,5;2;2017-09-24 14:04
1015;92;3,07;3;2017-09-24 15:17
1016;452;1,95;3;2017-09-24 15:33
1017;430;1,88;3;2017-09-24 16:46
1018;178;1,26;2;2017-09-24 17:49
1019;687;1,55;3;2017-09-24 18:49
1020;159;1,59;2;2017-09-24 19:07
1021;444;2,21;3;2017-09-24 20:21
1022;424;3,35;3;2017-09-24 20:27
1023;291;0,63;1;2017-09-24 20:46
1024;47;3,18;1;2017-09-24 20:56
1025;412;0,15;1;2017-09-24 22:20
1026;169;2;2;2017-09-24 23:13
1027;166;1,83;2;2017-09-24 23:43
1028;90;0,32;2;2017-09-25 00:00
1029;504;1,54;2;2017-09-25 00:52
1030;637;1,97;2;2017-09-25 02:15
1031;148;2,99;1;2017-09-25 02:18
1032;65;2,28;2;2017-09-25 03:33
1033;58;0,21;3;2017-09-25 04:04
1034;1;0,31;3;2017-09-25 05:36
1035;267;1,26;1;2017-09-25 06:11
1036;163;0,32;3;2017-09-25 07:07
1037;525;0,39;1;2017-09-25 07:57
1038;537;1,82;1;2017-09-25 08:05
1039;138;1,88;1;2017-09-25 08:28
1040;413;1,58;3;2017-09-25 09:16
1041;389;0,01;2;2017-09-25 10:31
1042;334;0,74;2;2017-09-25 11:31
1043;612;1,1;3;2017-09-25 11:55
1044;672;1,97;1;2017-09-25 12:10
1045;244;3,14;1;2017-09-25 12:14
1046;460;2,69;1;2017-09-25 13:31
1047;115;2,17;3;2017-09-25 13:49
1048;481;1,7;1;2017-09-25 14:05
1049;7;1,84;3;2017-09-25 14:19
1050;143;2,88;1;2017-09-25 15:39
1051;683;1,15;2;2017-09-25 16:48
1052;617;1,29;3;2017-09-25 17:38
1053;34;2,28;3;2017-09-25 19:09
1054;42;2,29;1;2017-09-25 20:40
1055;515;3,11;1;2017-09-25 21:58
1056;29;0,91;3;2017-09-25 22:41
1057;309;2,54;2;2017-09-25 23:44
1058;492;2,24;3;2017-09-26 00:31
1059;607;3,38;3;2017-09-26 00:55
1060;608;0,53;3;2017-09-26 02:11
1061;429;2,81;2;2017-09-26 03:13
1062;561;2,74;1;2017-09-26 03:34
1063;428;2,93;2;2017-09-26 04:36
1064;555;0,83;1;2017-09-26 05:48
1065;507;0,3;2;2017-09-26 05:59
1066;427;2,14;3;2017-09-26 06:49
1067;646;2,11;1;2017-09-26 07:09
1068;410;0,58;3;2017-09-26 07:53
1069;326;1,65;1;2017-09-26 08:23
1070;142;1,26;2;2017-09-26 08:28
1071;252;2,01;3;2017-09-26 09:10
1072;458;3,25;1;2017-09-26 09:15
1073;16;0,95;2;2017-09-26 09:52
1074;369;1,68;3;2017-09-26 11:10
1075;250;0,61;3;2017-09-26 11:42
1076;12;0,16;2;2017-09-26 12:41
1077;399;2,38;3;2017-09-26 12:57
1078;661;3,35;2;2017-09-26 13:44
1079;581;2,51;2;2017-09-26 14:16
1080;418;2,73;1;2017-09-26 14:37
1081;690;1,7;2;2017-09-26 15:55
1082;13;0,73;1;2017-09-26 16:23
1083;644;0,9;2;2017-09-26 17:45
1084;460;3,23;3;2017-09-26 17:46
1085;31;3,07;2;2017-09-26 17:47
1086;476;1,28;3;2017-09-26 18:44
1087;485;1,95;2;2017-09-26 19:01
1088;522;2,55;2;2017-09-26 19:29
1089;430;0,11;1;2017-09-26 19:50
1090;584;1,9;1;2017-09-26 21:11
1091;369;3,4;2;2017-09-26 21:51
1092;127;2,14;1;2017-09-26 23:22
1093;167;2,07;3;2017-09-27 00:25
1094;647;1,46;2;2017-09-27 00:57
1095;384;0,65;1;2017-09-27 01:23
1096;304;2,61;1;2017-09-27 02:54
1097;514;0,37;3;2017-09-27 03:00
1098;279;2,62;2;2017-09-27 04:25
1099;22;0,95;2;2017-09-27 04:57
1100;450;2,58;2;2017-09-27 06:02
1101;395;2,38;3;2017-09-27 06:46
1102;300;1,62;3;2017-09-27 07:32
1103;677;2,83;2;2017-09-27 08:23
1104;503;1,69;2;2017-09-27 09:16
1105;385;0,67;1;2017-09-27 10:23
1106;109;3,35;2;2017-09-27 11:39
1107;523;2,15;1;2017-09-27 13:13
1108;156;0,23;3;2017-09-27 13:31
1109;283;2,8;3;2017-09-27 14:58
1110;194;1,47;3;2017-09-27 15:27
1111;147;1,72;2;2017-09-27 16:58
1112;31;2,68;2;2017-09-27 17:48
1113;585;2,01;2;2017-09-27 19:05
1114;280;1,83;1;2017-09-27 20:33
1115;360;1,93;3;2017-09-27 21:23
1116;335;1,27;3;2017-09-27 22:51
1117;52;1,68;2;2017-09-27 23:30
1118;253;2,12;1;2017-09-28 00:19
1119;517;0,34;2;2017-09-28 01:21
1120;206;2,93;3;2017-09-28 02:23
1121;81;1,72;1;2017-09-28 03:03
1122;423;1,41;1;2017-09-28 04:33
1123;177;1,62;1;2017-09-28 05:56
1124;424;2,53;1;2017-09-28 06:12
1125;601;3,12;3;2017-09-28 06:57
1126;377;3,03;1;2017-09-28 08:25
1127;437;1,55;1;2017-09-28 09:23
1128;253;1,32;1;2017-09-28 09:56
1129;440;1,27;1;2017-09-28 10:09
1130;197;1,87;2;2017-09-28 10:40
1131;2;0,17;3;2017-09-28 11:22
1132;436;3,38;1;2017-09-28 11:54
1133;677;0,18;3;2017-09-28 12:38
1134;326;0,81;3;2017-09-28 12:55
1135;539;2,7;3;2017-09-28 14:07
1136;379;2,94;1;2017-09-28 15:39
1137;453;1,96;3;2017-09-28 15:42
1138;488;2,53;2;2017-09-28 16:21
1139;673;1,23;3;2017-09-28 16:49
1140;463;3,03;3;2017-09-28 18:19
1141;558;1,42;1;2017-09-28 19:13
1142;177;1,76;1;2017-09-28 20:14
1143;414;1,57;3;2017-09-28 20:33
1144;479;2,79;1;2017-09-28 20:36
1145;495;3,24;1;2017-09-28 21:18
1146;521;3,09;1;2017-09-28 21:38
1147;500;1,61;1;2017-09-28 22:00
1148;274;1,63;1;2017-09-28 23:24
1149;69;0,44;2;2017-09-28 23:56
1150;91;2,76;2;2017-09-29 01:04
1151;329;0,78;3;2017-09-29 02:37
1152;293;1,87;3;2017-09-29 02:49
1153;691;3,03;3;2017-09-29 03:51
1154;429;1,66;3;2017-09-29 04:57
1155;207;3,29;2;2017-09-29 05:43
1156;255;0,12;1;2017-09-29 06:06
1157;31;2,59;1;2017-09-29 06:56
1158;218;0,96;1;2017-09-29 07:31
1159;68;1,58;1;2017-09-29 07:47
1160;45;0,69;1;2017-09-29 07:55
1161;11;0,54;3;2017-09-29 08:44
1162;168;2,15;2;2017-09-29 09:56
1163;659;3,41;1;2017-09-29 10:34
1164;83;2,86;1;2017-09-29 10:59
1165;52;3,16;3;2017-09-29 11:18
1166;38;1,49;3;2017-09-29 11:45
1167;367;0,62;2;2017-09-29 12:46
1168;465;1,27;2;2017-09-29 14:07
1169;564;2,78;1;2017-09-29 15:14
1170;109;2,28;2;2017-09-29 15:20
1171;627;0,02;1;2017-09-29 16:00
1172;486;2,64;3;2017-09-29 16:08
1173;367;3,32;2;2017-09-29 16:46
1174;433;2,58;3;2017-09-29 17:37
1175;536;2,29;3;2017-09-29 17:47
1176;236;1,66;1;2017-09-29 18:44
1177;639;2,67;3;2017-09-29 19:42
1178;317;0,43;3;2017-09-29 20:25
1179;125;3,28;3;2017-09-29 21:08
1180;272;0,31;2;2017-09-29 21:14
1181;447;1,73;2;2017-09-29 21:32
1182;177;2,74;1;2017-09-29 23:01
1183;157;3,04;2;2017-09-29 23:39
1184;32;1,7;1;2017-09-29 23:49
1185;277;3,21;2;2017-09-30 00:49
1186;681;0,66;1;2017-09-30 01:37
1187;515;2,66;1;2017-09-30 01:48
1188;644;2,46;2;2017-09-30 02:19
1189;366;1,14;2;2017-09-30 03:19
1190;459;1,3;2;2017-09-30 04:29
1191;468;1,14;2;2017-09-30 04:55
1192;682;1,4;1;2017-09-30 05:03
1193;458;1,81;2;2017-09-30 05:57
1194;236;2,72;3;2017-09-30 06:19
1195;244;3,29;3;2017-09-30 07:08
1196;665;2,5;3;2017-09-30 08:35
1197;87;1,47;2;2017-09-30 09:53
1198;694;3,29;2;2017-09-30 10:51
1199;470;0,18;3;2017-09-30 11:46
1200;563;0,65;3;2017-09-30 12:48
1201;395;2,02;2;2017-09-30 14:03
1202;466;2,56;2;2017-09-30 15:15
1203;295;1,86;1;2017-09-30 15:54
1204;438;0,66;1;2017-09-30 17:00
1205;363;1,11;2;2017-09-30 18:06
1206;483;2,87;3;2017-09-30 18:50
1207;506;0,04;1;2017-09-30 19:24
1208;270;2,19;2;2017-09-30 20:10
1209;140;0,64;1;2017-09-30 20:50
1210;674;3,1;2;2017-09-30 22:04
1211;13;1,61;2;2017-09-30 23:11
1212;684;3,34;2;2017-09-30 23:11
1213;217;1,09;2;2017-09-30 23:44
1214;334;2,62;1;2017-10-01 00:31
1215;359;2,52;3;2017-10-01 01:31
1216;578;2,11;1;2017-10-01 02:51
1217;653;3,11;1;2017-10-01 03:30
1218;611;1,34;2;2017-10-01 03:55
1219;102;2,79;1;2017-10-01 04:38
1220;26;0,63;1;2017-10-01 05:04
1221;159;2,76;2;2017-10-01 06:13
1222;389;1,65;3;2017-10-01 07:05
1223;59;3,03;3;2017-10-01 07:20
1224;309;1,98;2;2017-10-01 07:26
1225;567;0,04;2;2017-10-01 08:15
1226;537;1,82;2;2017-10-01 08:23
1227;675;1,36;3;2017-10-01 08:50
1228;221;2,98;1;2017-10-01 09:45
1229;31;2,79;3;2017-10-01 10:45
1230;252;1,88;3;2017-10-01 11:51
1231;608;0,24;1;2017-10-01 12:07
1232;423;1,87;2;2017-10-01 12:22
1233;522;0,96;2;2017-10-01 13:28
1234;19;1,36;1;2017-10-01 13:35
1235;45;1,19;3;2017-10-01 14:24
1236;175;0,29;1;2017-10-01 15:34
1237;628;0,86;3;2017-10-01 16:05
1238;137;3,32;2;2017-10-01 16:27
1239;109;1,89;1;2017-10-01 16:46
1240;245;2,21;3;2017-10-01 17:46
1241;693;3,22;1;2017-10-01 18:06
1242;71;2,64;1;2017-10-01 18:09
1243;243;1,97;3;2017-10-01 19:25
1244;684;2,25;3;2017-10-01 20:41
1245;236;2,84;2;2017-10-01 21:06
1246;594;0,61;3;2017-10-01 22:25
1247;499;2,67;3;2017-10-01 22:26
1248;393;2,39;1;2017-10-01 23:42
1249;594;1,03;1;2017-10-02 00:31
1250;2;1,65;2;2017-10-02 00:46
1251;243;1,69;2;2017-10-02 02:10
1252;106;2,11;1;2017-10-02 02:11
1253;27;2,24;3;2017-10-02 02:30
1254;585;3,05;1;2017-10-02 03:08
1255;315;3,07;3;2017-10-02 03:21
1256;170;1,09;3;2017-10-02 04:07
1257;637;0,91;1;2017-10-02 05:02
1258;90;0,93;2;2017-10-02 05:11
1259;678;2,36;1;2017-10-02 05:24
1260;204;2,6;3;2017-10-02 06:48
1261;575;0,51;1;2017-10-02 08:17
1262;87;0,32;2;2017-10-02 08:42
1263;587;3,19;3;2017-10-02 09:33
1264;261;0,62;2;2017-10-02 10:37
1265;594;0,56;2;2017-10-02 11:49
1266;263;3,09;2;2017-10-02 13:00
1267;438;0,7;1;2017-10-02 14:14
1268;674;3,35;2;2017-10-02 14:18
1269;104;3,24;2;2017-10-02 14:39
1270;492;1,84;1;2017-10-02 14:48
1271;83;2,31;1;2017-10-02 15:03
1272;431;0,7;1;2017-10-02 15:53
1273;561;3,06;2;2017-10-02 16:20
1274;584;0,32;1;2017-10-02 16:29
1275;331;0,88;2;2017-10-02 17:43
1276;670;3,25;1;2017-10-02 17:47
1277;354;0,82;3;2017-10-02 18:26
1278;38;0,62;2;2017-10-02 18:44
1279;405;1,18;1;2017-10-02 19:18
1280;495;2,67;2;2017-10-02 20:34
1281;640;1,41;2;2017-10-02 21:17
1282;353;1,71;2;2017-10-02 21:20
1283;227;0,34;2;2017-10-02 22:46
1284;107;1,31;1;2017-10-02 23:34
1285;251;2,2;3;2017-10-03 00:34
1286;463;0,41;1;2017-10-03 00:39
1287;431;3,07;2;2017-10-03 01:07
1288;624;0,43;3;2017-10-03 02:09
1289;233;0,66;1;2017-10-03 03:27
1290;21;0,67;2;2017-10-03 03:29
1291;496;1,54;1;2017-10-03 04:31
1292;333;3,04;2;2017-10-03 05:13
1293;48;1,29;1;2017-10-03 06:38
1294;610;3,19;3;2017-10-03 07:00
1295;480;0,29;3;2017-10-03 07:57
1296;119;2,68;1;2017-10-03 07:59
1297;240;2,18;2;2017-10-03 09:27
1298;70;1,31;1;2017-10-03 10:22
1299;629;1,84;2;2017-10-03 10:54
1300;59;3,25;1;2017-10-03 11:54
1301;214;1,18;3;2017-10-03 12:42
1302;551;0,4;3;2017-10-03 13:41
1303;627;0,84;2;2017-10-03 14:50
1304;510;0,6;1;2017-10-03 15:38
1305;112;2,9;1;2017-10-03 16:13
1306;498;1,05;3;2017-10-03 17:27
1307;530;2,37;2;2017-10-03 17:38
1308;481;0,96;3;2017-10-03 18:43
1309;291;0,1;2;2017-10-03 19:00
1310;233;1,38;1;2017-10-03 19:07
1311;619;1,88;2;2017-10-03 19:33
1312;663;0,76;2;2017-10-03 19:38
1313;632;3,19;2;2017-10-03 20:24
1314;232;3,12;3;2017-10-03 21:15
1315;24;0,14;2;2017-10-03 21:57
